1/4	4	[4]	1
1/4	48	[6, 8]	2
1/4	56	[7, 8]	2
1/4	80	[5, 16]	2
1/4	864	[8, 9, 12]	3
1/4	1,344	[6, 14, 16]	3
1/4	1,344	[7, 12, 16]	3
1/4	1,512	[8, 9, 21]	3
1/4	1,680	[7, 15, 16]	3
1/4	1,824	[6, 16, 19]	3
1/4	1,920	[6, 10, 32]	3
1/4	2,240	[7, 10, 32]	3
1/4	2,496	[6, 13, 32]	3
1/4	3,024	[7, 9, 48]	3
1/4	3,840	[5, 24, 32]	3
1/4	4,032	[7, 9, 64]	3
1/4	4,480	[5, 28, 32]	3
1/4	4,960	[5, 31, 32]	3
1/4	5,280	[6, 11, 80]	3
1/4	6,720	[5, 21, 64]	3
1/4	8,640	[5, 18, 96]	3
1/4	9,120	[5, 19, 96]	3
1/4	11,520	[5, 18, 128]	3
1/4	21,760	[5, 17, 256]	3
1/4	31,680	[11, 12, 15, 16]	4
1/4	32,832	[9, 12, 16, 19]	4
1/4	41,040	[9, 15, 16, 19]	4
1/4	44,928	[9, 12, 13, 32]	4
1/4	48,384	[7, 16, 18, 24]	4
1/4	56,448	[6, 16, 21, 28]	4
1/4	57,600	[6, 15, 16, 40]	4
1/4	57,600	[6, 15, 20, 32]	4
1/4	60,480	[9, 10, 21, 32]	4
1/4	63,504	[6, 9, 21, 56]	4
1/4	67,200	[7, 15, 20, 32]	4
1/4	69,696	[6, 16, 22, 33]	4
1/4	70,560	[6, 16, 21, 35]	4
1/4	84,480	[10, 11, 12, 64]	4
1/4	86,688	[6, 16, 21, 43]	4
1/4	95,040	[9, 11, 12, 80]	4
1/4	95,040	[9, 11, 16, 60]	4
1/4	97,152	[6, 22, 23, 32]	4
1/4	100,800	[6, 15, 16, 70]	4
1/4	102,144	[6, 19, 28, 32]	4
1/4	102,144	[7, 12, 32, 38]	4
1/4	104,160	[7, 15, 31, 32]	4
1/4	107,520	[6, 14, 20, 64]	4
1/4	107,520	[7, 12, 20, 64]	4
1/4	114,912	[7, 16, 18, 57]	4
1/4	115,584	[6, 14, 32, 43]	4
1/4	115,584	[7, 12, 32, 43]	4
1/4	118,800	[9, 11, 16, 75]	4
1/4	131,040	[6, 15, 16, 91]	4
1/4	136,800	[6, 15, 19, 80]	4
1/4	139,776	[7, 12, 26, 64]	4
1/4	139,776	[7, 13, 24, 64]	4
1/4	145,920	[6, 19, 20, 64]	4
1/4	155,904	[6, 14, 29, 64]	4
1/4	155,904	[7, 12, 29, 64]	4
1/4	157,248	[7, 13, 27, 64]	4
1/4	183,040	[10, 11, 13, 128]	4
1/4	188,352	[6, 9, 32, 109]	4
1/4	197,120	[7, 11, 32, 80]	4
1/4	197,120	[7, 11, 40, 64]	4
1/4	215,040	[6, 10, 56, 64]	4
1/4	215,040	[7, 10, 48, 64]	4
1/4	221,760	[7, 11, 45, 64]	4
1/4	238,080	[6, 10, 62, 64]	4
1/4	268,800	[6, 14, 25, 128]	4
1/4	268,800	[7, 12, 25, 128]	4
1/4	276,480	[5, 32, 36, 48]	4
1/4	277,760	[7, 10, 62, 64]	4
1/4	279,552	[6, 13, 56, 64]	4
1/4	295,680	[7, 11, 32, 120]	4
1/4	295,680	[7, 12, 22, 160]	4
1/4	309,504	[6, 13, 62, 64]	4
1/4	318,080	[7, 10, 64, 71]	4
1/4	322,560	[5, 32, 42, 48]	4
1/4	349,440	[6, 10, 64, 91]	4
1/4	369,600	[7, 11, 30, 160]	4
1/4	369,600	[7, 11, 32, 150]	4
1/4	376,320	[5, 32, 42, 56]	4
1/4	381,920	[7, 11, 32, 155]	4
1/4	394,368	[6, 13, 64, 79]	4
1/4	399,360	[6, 13, 40, 128]	4
1/4	430,080	[5, 24, 56, 64]	4
1/4	430,080	[5, 28, 48, 64]	4
1/4	439,040	[5, 32, 49, 56]	4
1/4	443,520	[7, 11, 30, 192]	4
1/4	456,960	[7, 15, 17, 256]	4
1/4	466,560	[5, 27, 36, 96]	4
1/4	468,480	[6, 10, 61, 128]	4
1/4	470,400	[6, 10, 35, 224]	4
1/4	476,160	[5, 31, 48, 64]	4
1/4	483,840	[5, 32, 36, 84]	4
1/4	483,840	[5, 32, 42, 72]	4
1/4	483,840	[7, 10, 36, 192]	4
1/4	510,720	[7, 10, 38, 192]	4
1/4	529,152	[6, 13, 53, 128]	4
1/4	544,320	[5, 27, 63, 64]	4
1/4	555,520	[5, 31, 56, 64]	4
1/4	562,464	[7, 9, 93, 96]	4
1/4	577,920	[7, 10, 43, 192]	4
1/4	583,680	[5, 24, 64, 76]	4
1/4	604,800	[7, 9, 80, 120]	4
1/4	611,520	[5, 32, 42, 91]	4
1/4	622,080	[5, 27, 36, 128]	4
1/4	624,960	[5, 31, 63, 64]	4
1/4	636,160	[5, 28, 64, 71]	4
1/4	645,120	[7, 10, 36, 256]	4
1/4	656,640	[5, 32, 36, 114]	4
1/4	660,480	[5, 24, 64, 86]	4
1/4	680,064	[6, 14, 23, 352]	4
1/4	680,064	[7, 12, 23, 352]	4
1/4	696,960	[6, 10, 33, 352]	4
1/4	698,880	[5, 24, 64, 91]	4
1/4	698,880	[7, 13, 20, 384]	4
1/4	714,560	[7, 11, 29, 320]	4
1/4	725,760	[7, 9, 60, 192]	4
1/4	731,808	[7, 9, 66, 176]	4
1/4	734,720	[7, 10, 41, 256]	4
1/4	743,040	[5, 32, 36, 129]	4
1/4	749,952	[7, 9, 96, 124]	4
1/4	768,096	[7, 9, 96, 127]	4
1/4	786,240	[5, 27, 64, 91]	4
1/4	798,720	[5, 24, 52, 128]	4
1/4	798,720	[5, 26, 48, 128]	4
1/4	831,600	[7, 9, 75, 176]	4
1/4	833,280	[5, 31, 42, 128]	4
1/4	890,880	[5, 24, 58, 128]	4
1/4	898,560	[5, 26, 54, 128]	4
1/4	898,560	[5, 27, 52, 128]	4
1/4	904,176	[7, 9, 69, 208]	4
1/4	929,280	[5, 32, 33, 176]	4
1/4	936,960	[5, 24, 61, 128]	4
1/4	967,680	[5, 28, 36, 192]	4
1/4	967,680	[7, 9, 80, 192]	4
1/4	999,936	[7, 9, 124, 128]	4
1/4	1,016,064	[9, 12, 16, 21, 28]	5
1/4	1,016,064	[9, 14, 16, 21, 24]	5
1/4	1,024,128	[7, 9, 127, 128]	4
1/4	1,028,160	[7, 9, 85, 192]	4
1/4	1,036,800	[9, 12, 15, 16, 40]	5
1/4	1,036,800	[9, 12, 15, 20, 32]	5
1/4	1,044,480	[6, 10, 34, 512]	4
1/4	1,048,320	[7, 10, 39, 384]	4
1/4	1,071,360	[5, 31, 36, 192]	4
1/4	1,091,664	[7, 9, 57, 304]	4
1/4	1,128,960	[5, 21, 96, 112]	4
1/4	1,128,960	[5, 24, 42, 224]	4
1/4	1,130,880	[5, 31, 38, 192]	4
1/4	1,140,480	[9, 12, 16, 22, 30]	5
1/4	1,140,480	[11, 15, 16, 18, 24]	5
1/4	1,149,120	[7, 9, 60, 304]	4
1/4	1,149,120	[7, 9, 80, 228]	4
1/4	1,155,840	[5, 28, 43, 192]	4
1/4	1,194,480	[7, 9, 80, 237]	4
1/4	1,218,560	[7, 10, 34, 512]	4
1/4	1,254,528	[9, 12, 16, 22, 33]	5
1/4	1,270,080	[9, 12, 16, 21, 35]	5
1/4	1,270,080	[9, 15, 16, 21, 28]	5
1/4	1,290,240	[5, 28, 36, 256]	4
1/4	1,290,240	[7, 9, 80, 256]	4
1/4	1,295,360	[5, 23, 64, 176]	4
1/4	1,317,120	[6, 10, 49, 448]	4
1/4	1,330,560	[11, 12, 16, 21, 30]	5
1/4	1,330,560	[11, 15, 16, 21, 24]	5
1/4	1,351,680	[6, 11, 128, 160]	4
1/4	1,357,824	[6, 13, 34, 512]	4
1/4	1,370,880	[7, 9, 85, 256]	4
1/4	1,378,944	[9, 12, 16, 21, 38]	5
1/4	1,378,944	[9, 16, 19, 21, 24]	5
1/4	1,428,480	[5, 31, 36, 256]	4
1/4	1,436,400	[7, 9, 57, 400]	4
1/4	1,451,520	[5, 21, 72, 192]	4
1/4	1,457,280	[5, 23, 66, 192]	4
1/4	1,469,440	[5, 28, 41, 256]	4
1/4	1,478,400	[6, 11, 140, 160]	4
1/4	1,502,592	[6, 13, 43, 448]	4
1/4	1,505,280	[6, 10, 49, 512]	4
1/4	1,532,160	[12, 14, 15, 19, 32]	5
1/4	1,560,384	[9, 12, 16, 21, 43]	5
1/4	1,568,160	[9, 15, 16, 22, 33]	5
1/4	1,587,600	[9, 15, 16, 21, 35]	5
1/4	1,605,120	[6, 11, 152, 160]	4
1/4	1,626,240	[5, 32, 33, 308]	4
1/4	1,632,960	[5, 21, 81, 192]	4
1/4	1,666,560	[5, 21, 124, 128]	4
